speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_10,cluster_3,cluster_5,cluster_4,cluster_9,cluster_7,cluster_1,cluster_0,cluster_8,cluster_6,cluster_2_p,cluster_10_p,cluster_3_p,cluster_5_p,cluster_4_p,cluster_9_p,cluster_7_p,cluster_1_p,cluster_0_p,cluster_8_p,cluster_6_p,n
11836,1020219903,MCCONNELL,MITCH,S,KY,M,R,,voting,19920924,1942-02-20,1942,1992,50,102118361,0.0,2,64,0,1,0,0,1,0,1,1,0,0.02857142857142857,0.9142857142857143,0.0,0.014285714285714285,0.0,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.0,70
11604,1030227544,SKELTON,IKE,H,MO,M,D,4.0,voting,19941004,1931-12-20,1931,1994,63,103116040,0.0,0,19,0,0,0,0,0,0,1,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
11154,1030227546,SCHROEDER,PATRICIA,H,CO,F,D,1.0,voting,19941004,1940-07-30,1940,1994,54,103111540,0.0,1,19,0,2,1,0,0,0,7,0,0,0.03333333333333333,0.6333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,30
11646,1030227547,KYL,JON,H,AZ,M,R,4.0,voting,19941004,1942-04-25,1942,1994,52,103116460,0.0,1,33,4,2,0,1,0,0,8,1,0,0.02,0.66,0.08,0.04,0.0,0.02,0.0,0.0,0.16,0.02,0.0,50
11630,1030227548,HARMAN,JANE,H,CA,F,D,36.0,voting,19941004,1945-06-28,1945,1994,49,103116300,0.0,0,19,0,1,0,0,0,0,0,0,0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11028,1040006838,GLENN,JOHN,S,OH,M,D,,voting,19950119,1921-07-18,1921,1995,74,104110281,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11154,1040013576,SCHROEDER,PATRICIA,H,CO,F,D,1.0,voting,19950131,1940-07-30,1940,1995,55,104111540,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11338,1040014916,THURMAN,KAREN,H,FL,F,D,5.0,voting,19950201,1951-01-12,1951,1995,44,104113380,0.0,0,14,1,0,8,0,0,0,7,0,0,0.0,0.4666666666666667,0.03333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,30
11650,1040025822,SNOWE,OLYMPIA,S,ME,F,R,,voting,19950216,1947-02-21,1947,1995,48,104116501,0.0,0,9,0,0,0,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
11408,1040033526,DELAY,THOMAS,H,TX,M,R,22.0,voting,19950303,1947-04-08,1947,1995,48,104114080,0.0,0,8,0,2,0,0,0,0,0,0,0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11028,1040033858,GLENN,JOHN,S,OH,M,D,,voting,19950306,1921-07-18,1921,1995,74,104110281,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11983,1040037645,HOYER,STENY,H,MD,M,D,5.0,voting,19950309,1939-06-14,1939,1995,56,104119830,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11362,1040041979,DUNN,JENNIFER,H,WA,F,R,8.0,voting,19950321,1941-07-29,1941,1995,54,104113620,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11535,1040046859,BIDEN,JOSEPH,S,DE,M,D,,voting,19950328,1942-11-20,1942,1995,53,104115351,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11028,1040052810,GLENN,JOHN,S,OH,M,D,,voting,19950406,1921-07-18,1921,1995,74,104110281,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11140,1040057837,MINETA,NORMAN,H,CA,M,D,15.0,voting,19950509,1931-11-12,1931,1995,64,104111400,0.0,0,0,1,9,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11297,1040117697,DEWINE,MICHAEL,S,OH,M,R,,voting,19950907,1947-01-05,1947,1995,48,104112971,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11650,1040125563,SNOWE,OLYMPIA,S,ME,F,R,,voting,19950919,1947-02-21,1947,1995,48,104116501,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11153,1040164225,ROTH,WILLIAM,S,DE,M,R,,voting,19951208,1921-07-22,1921,1995,74,104111531,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11153,1040171916,ROTH,WILLIAM,S,DE,M,R,,voting,19951221,1921-07-22,1921,1995,74,104111531,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11258,1040175479,LIVINGSTON,ROBERT,H,LA,M,R,1.0,voting,19960105,1943-04-30,1943,1996,53,104112580,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11182,1040175516,FOX,JON,H,PA,M,R,13.0,voting,19960105,1947-04-22,1947,1996,49,104111820,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11417,1040193437,GREGG,JUDD,S,NH,M,R,,voting,19960326,1947-02-14,1947,1996,49,104114171,0.0,0,9,0,0,0,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
11816,1050017719,FEINSTEIN,DIANNE,S,CA,F,D,,voting,19970416,1933-06-22,1933,1997,64,105118161,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11356,1050101782,CRAIG,LARRY,S,ID,M,R,,voting,19971113,1945-07-20,1945,1997,52,105113561,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11474,1050112146,ENGLISH,PHILIP,H,PA,M,R,21.0,voting,19980305,1956-06-20,1956,1998,42,105114740,0.0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
11647,1050121787,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,19980330,1942-02-24,1942,1998,56,105116471,0.0,1,2,0,28,0,0,9,0,0,0,0,0.025,0.05,0.0,0.7,0.0,0.0,0.225,0.0,0.0,0.0,0.0,40
11251,1050159189,GRAHAM,BOB,S,FL,M,D,,voting,19980626,1936-11-09,1936,1998,62,105112511,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11519,1050179618,SHAYS,CHRISTOPHER,H,CT,M,R,4.0,voting,19980804,1945-10-18,1945,1998,53,105115190,0.0,0,1,0,19,0,0,0,0,0,0,0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
11519,1060044587,SHAYS,CHRISTOPHER,H,CT,M,R,4.0,voting,19990615,1945-10-18,1945,1999,54,106115190,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11123,1060087494,GORTON,T.,S,WA,M,R,,voting,19991004,1928-01-08,1928,1999,71,106111231,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12039,1060088482,MCCAIN,JOHN,S,AZ,M,R,,voting,19991005,1936-08-29,1936,1999,63,106120391,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12039,1060088517,MCCAIN,JOHN,S,AZ,M,R,,voting,19991005,1936-08-29,1936,1999,63,106120391,0.0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11959,1060103336,GRASSLEY,CHARLES,S,IA,M,R,,voting,19991104,1933-09-17,1933,1999,66,106119591,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11333,1060120952,SHUSTER,ELMER,H,PA,M,R,9.0,voting,20000315,1932-01-23,1932,2000,68,106113330,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11519,1060121010,SHAYS,CHRISTOPHER,H,CT,M,R,4.0,voting,20000315,1945-10-18,1945,2000,55,106115190,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11660,1060121026,BASS,CHARLES,H,NH,M,R,2.0,voting,20000315,1952-01-08,1952,2000,48,106116600,0.0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12053,1060200716,MIKULSKI,BARBARA,S,MD,F,D,,voting,20001026,1936-07-20,1936,2000,64,106120531,0.0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10
11310,1060200745,JEFFORDS,JAMES,S,VT,M,R,,voting,20001026,1934-05-11,1934,2000,66,106113101,0.0,0,7,1,0,1,0,0,0,1,0,0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,10
11567,1080023742,HOEKSTRA,PETER,H,MI,M,R,2.0,voting,20030327,1953-10-30,1953,2003,50,108115670,0.0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
11567,1080029866,HOEKSTRA,PETER,H,MI,M,R,2.0,voting,20030410,1953-10-30,1953,2003,50,108115670,0.0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
11992,1080186115,JACKSON LEE,SHEILA,H,TX,F,D,18.0,voting,20041005,1950-01-12,1950,2004,54,108119920,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11639,1090066142,OBAMA,BARACK,S,IL,M,D,,voting,20050907,1961-08-04,1961,2005,44,109116391,0.0,2,14,1,2,1,0,0,0,0,0,0,0.1,0.7,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
12006,1090097126,KING,STEVE,H,IA,M,R,5.0,voting,20051213,1949-05-28,1949,2005,56,109120060,0.0,1,0,0,0,0,0,0,0,8,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,10
11410,1090111115,DORGAN,BYRON,S,ND,M,D,,voting,20060307,1942-05-14,1942,2006,64,109114101,0.0,1,2,0,0,0,0,0,0,7,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,10
11833,1090151770,ENZI,MICHAEL,S,WY,M,R,,voting,20060627,1944-02-01,1944,2006,62,109118331,0.0,0,7,0,2,0,0,0,0,0,1,0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
11639,1090157975,OBAMA,BARACK,S,IL,M,D,,voting,20060713,1961-08-04,1961,2006,45,109116391,0.0,0,9,0,0,0,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
11744,1090179891,LEVIN,CARL,S,MI,M,D,,voting,20060929,1934-06-28,1934,2006,72,109117441,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11833,1090180114,ENZI,MICHAEL,S,WY,M,R,,voting,20060929,1944-02-01,1944,2006,62,109118331,0.0,0,7,0,2,0,0,0,0,0,1,0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
12018,1100077341,LEAHY,PATRICK,S,VT,M,D,,voting,20070719,1940-03-31,1940,2007,67,110120181,0.0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11960,1100115851,GRAVES,SAM,H,MO,M,R,6.0,voting,20071106,1963-11-07,1963,2007,44,110119600,0.0,0,17,0,2,0,0,0,0,1,0,0,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
11410,1110111924,DORGAN,BYRON,S,ND,M,D,,voting,20091217,1942-05-14,1942,2009,67,111114101,0.0,0,1,0,1,0,0,0,0,8,0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,10
