speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_4,cluster_5,cluster_1,cluster_2,cluster_13,cluster_15,cluster_7,cluster_8,cluster_14,cluster_9,cluster_6,cluster_20,cluster_3,cluster_16,cluster_11,cluster_19,cluster_18,cluster_12,cluster_0,cluster_17,cluster_10,cluster_4_p,cluster_5_p,cluster_1_p,cluster_2_p,cluster_13_p,cluster_15_p,cluster_7_p,cluster_8_p,cluster_14_p,cluster_9_p,cluster_6_p,cluster_20_p,cluster_3_p,cluster_16_p,cluster_11_p,cluster_19_p,cluster_18_p,cluster_12_p,cluster_0_p,cluster_17_p,cluster_10_p,n
5668,530001026,VANCE,ZEBULON,S,NC,M,D,,voting,18930403,1830-05-13,1830,1893,63,0.0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6669,530057227,FRYE,WILLIAM,S,ME,M,R,,voting,18940206,1830-09-02,1830,1894,64,0.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5763,530062063,GORMAN,JAMES,H,MI,M,D,2.0,voting,18940217,1850-12-28,1850,1894,44,0.2110397756900348,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,530085689,GORMAN,ARTHUR,S,MD,M,D,,voting,18940410,1839-03-11,1839,1894,55,0.0007573947049602,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,530085706,DOLPH,JOSEPH,S,OR,M,R,,voting,18940410,1835-10-19,1835,1894,59,3.57421454491216e-07,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,530160273,COCKRELL,FRANCIS,S,MO,M,D,,voting,18940731,1834-10-01,1834,1894,60,0.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6475,530207842,PLATT,ORVILLE,S,CT,M,R,,voting,18950215,1827-07-19,1827,1895,68,3.8472556558173593e-22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6816,530217585,LIVINGSTON,LEONIDAS,H,GA,M,D,5.0,voting,18950225,1832-04-03,1832,1895,63,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,540005715,HALE,EUGENE,S,ME,M,R,,voting,18960113,1836-06-09,1836,1896,60,0.0,2,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,540025644,HALE,EUGENE,S,ME,M,R,,voting,18960224,1836-06-09,1836,1896,60,0.0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6130,540045988,PERKINS,GEORGE,H,IA,M,R,11.0,voting,18960327,1840-02-29,1840,1896,56,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6127,550042723,ODELL,BENJAMIN,H,NY,M,R,17.0,voting,18970723,1854-01-14,1854,1897,43,2.50428612791893e-13,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6175,550047727,ALLEN,WILLIAM,S,NE,M,P,,voting,18980105,1847-01-28,1847,1898,51,2.995649687691871e-16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6658,550141635,CULLOM,SHELBY,S,IL,M,R,,voting,18980629,1829-11-22,1829,1898,69,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5903,550186021,BUTLER,MARION,S,NC,M,P,,voting,18990227,1863-05-20,1863,1899,36,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6333,560030946,JOY,CHARLES,H,MO,M,R,11.0,voting,19000314,1849-12-11,1849,1900,51,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6333,560030948,JOY,CHARLES,H,MO,M,R,11.0,voting,19000314,1849-12-11,1849,1900,51,0.0,3,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.6666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6536,560051386,DAYTON,ALSTON,H,WV,M,R,2.0,voting,19000417,1857-10-18,1857,1900,43,0.0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,560058973,STEWART,WILLIAM,S,NV,M,R,,voting,19000427,1827-08-09,1827,1900,73,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6034,560074899,WOLCOTT,EDWARD,S,CO,M,R,,voting,19000521,1848-03-26,1848,1900,52,0.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6107,560077987,KYLE,JAMES,S,SD,M,R,,voting,19000523,1854-02-24,1854,1900,46,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5905,560140692,CHANDLER,WILLIAM,S,NH,M,R,,voting,19010221,1835-12-28,1835,1901,66,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,570063038,STEWART,WILLIAM,S,NV,M,R,,voting,19020520,1827-08-09,1827,1902,75,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,570063040,STEWART,WILLIAM,S,NV,M,R,,voting,19020520,1827-08-09,1827,1902,75,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7249,570093637,STEPHENS,JOHN,H,TX,M,D,13.0,voting,19021209,1847-11-22,1847,1902,55,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6887,570095208,BINGHAM,HENRY,H,PA,M,R,1.0,voting,19021213,1841-12-04,1841,1902,61,0.0038544476333469,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6671,570095263,GAINES,JOHN,H,TN,M,D,6.0,voting,19021213,1860-08-24,1860,1902,42,4.0317804145925874e-05,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7557,570095930,DILLINGHAM,WILLIAM,S,VT,M,R,,voting,19021215,1843-12-12,1843,1902,59,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6564,570118350,KEAN,JOHN,S,NJ,M,R,,voting,19030210,1852-12-04,1852,1903,51,0.0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6290,570119393,BROMWELL,JACOB,H,OH,M,R,2.0,voting,19030212,1848-05-11,1848,1903,55,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6965,570128043,OLMSTED,MARLIN,H,PA,M,R,14.0,voting,19030226,1847-05-21,1847,1903,56,7.367486529295099e-09,3,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.631578947368421,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6747,580005440,CALDERHEAD,WILLIAM,H,KS,M,R,5.0,voting,19031217,1844-09-26,1844,1903,59,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,580024660,HALE,EUGENE,S,ME,M,R,,voting,19040210,1836-06-09,1836,1904,68,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,580069713,GORMAN,ARTHUR,S,MD,M,D,,voting,19040422,1839-03-11,1839,1904,65,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,580069716,HALE,EUGENE,S,ME,M,R,,voting,19040422,1836-06-09,1836,1904,68,4.107977769125805e-05,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6493,580069717,SPOONER,JOHN,S,WI,M,R,,voting,19040422,1843-01-06,1843,1904,61,0.0,6,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.5,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6493,580069719,SPOONER,JOHN,S,WI,M,R,,voting,19040422,1843-01-06,1843,1904,61,6.991326163211151e-10,4,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.35,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6564,590013255,KEAN,JOHN,S,NJ,M,R,,voting,19060122,1852-12-04,1852,1906,54,0.0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,20
7138,590041570,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19060312,1847-08-11,1847,1906,59,0.0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7202,590046575,JOHNSON,JOSEPH,H,SC,M,D,4.0,voting,19060320,1858-02-28,1858,1906,48,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6806,590046648,KEIFER,JOSEPH,H,OH,M,R,7.0,voting,19060320,1836-01-30,1836,1906,70,2.706790575280862e-12,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6895,590064075,CLAPP,MOSES,S,MN,M,R,,voting,19060416,1851-05-21,1851,1906,55,1.2938518901325445e-11,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6895,590068286,CLAPP,MOSES,S,MN,M,R,,voting,19060423,1851-05-21,1851,1906,55,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,590098042,TELLER,HENRY,S,CO,M,D,,voting,19060602,1830-05-23,1830,1906,76,0.4175942588499881,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6806,590110927,KEIFER,JOSEPH,H,OH,M,R,7.0,voting,19060615,1836-01-30,1836,1906,70,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,590138353,TELLER,HENRY,S,CO,M,D,,voting,19070114,1830-05-23,1830,1907,77,0.0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,600003935,HEYBURN,WELDON,S,ID,M,R,,voting,19080115,1852-05-23,1852,1908,56,0.0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6895,600025117,CLAPP,MOSES,S,MN,M,R,,voting,19080225,1851-05-21,1851,1908,57,0.0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,600052154,HEYBURN,WELDON,S,ID,M,R,,voting,19080407,1852-05-23,1852,1908,56,0.0015288448401516,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6767,600089649,DOUGLAS,ALBERT,H,OH,M,R,11.0,voting,19080527,1852-04-25,1852,1908,56,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,600111269,HEYBURN,WELDON,S,ID,M,R,,voting,19090120,1852-05-23,1852,1909,57,0.0,2,12,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.6666666666666666,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6793,600111293,HEYBURN,WELDON,S,ID,M,R,,voting,19090120,1852-05-23,1852,1909,57,0.0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6493,600111295,SPOONER,JOHN,S,WI,M,R,,voting,19090120,1843-01-06,1843,1909,66,0.0,6,16,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
6793,600111323,HEYBURN,WELDON,S,ID,M,R,,voting,19090120,1852-05-23,1852,1909,57,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6530,600111407,CARTER,THOMAS,S,MT,M,R,,voting,19090120,1854-10-30,1854,1909,55,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6530,600111409,CARTER,THOMAS,S,MT,M,R,,voting,19090120,1854-10-30,1854,1909,55,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6530,600111415,CARTER,THOMAS,S,MT,M,R,,voting,19090120,1854-10-30,1854,1909,55,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6860,600139798,TAWNEY,JAMES,H,MN,M,R,1.0,voting,19090223,1855-01-03,1855,1909,54,0.2716157717533806,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6530,610023078,CARTER,THOMAS,S,MT,M,R,,voting,19090508,1854-10-30,1854,1909,55,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6530,610098025,CARTER,THOMAS,S,MT,M,R,,voting,19100210,1854-10-30,1854,1910,56,4.519479491757198e-11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8588,610118999,NORRIS,GEORGE,H,NE,M,R,5.0,voting,19100310,1861-07-11,1861,1910,49,6.125073354735775e-06,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,610119015,MANN,JAMES,H,IL,M,R,2.0,voting,19100310,1856-10-20,1856,1910,54,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,610132269,HEYBURN,WELDON,S,ID,M,R,,voting,19100324,1852-05-23,1852,1910,58,2.828023039976271e-15,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6983,610132275,SUTHERLAND,GEORGE,S,UT,M,R,,voting,19100324,1862-03-25,1862,1910,48,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6526,610132278,BURKETT,ELMER,S,NE,M,R,,voting,19100324,1867-12-01,1867,1910,43,0.0,5,8,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.42105263157894735,0.15789473684210525,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
7241,610210654,SHIVELY,BENJAMIN,S,IN,M,D,,voting,19100625,1857-03-20,1857,1910,53,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7043,620011570,FLOYD,JOHN,H,AR,M,D,3.0,voting,19110509,1858-04-14,1858,1911,53,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7557,620018452,DILLINGHAM,WILLIAM,S,VT,M,R,,voting,19110606,1843-12-12,1843,1911,68,0.000323473748029,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7301,620018645,FITZGERALD,JOHN,H,NY,M,D,7.0,voting,19110606,1872-03-10,1872,1911,39,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,620031944,HEYBURN,WELDON,S,ID,M,R,,voting,19110629,1852-05-23,1852,1911,59,4.0598012659362894e-18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,620031950,HEYBURN,WELDON,S,ID,M,R,,voting,19110629,1852-05-23,1852,1911,59,8.800313438937901e-05,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,620044790,HEYBURN,WELDON,S,ID,M,R,,voting,19110802,1852-05-23,1852,1911,59,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
